27v60d05032023;30;05.03.2023;14:00;27;Leganes;60;UD Ibiza;0;1;69;31;15;10;6;5;4;4
45v40d04032023;30;04.03.2023;21:00;45;Mirandes;40;Real Oviedo;1;0;61;39;11;7;2;3;2;2
31v10d04032023;30;04.03.2023;18:30;31;Huesca;10;Levante;3;0;25;75;7;21;4;7;3;7
38v22d04032023;30;04.03.2023;18:30;38;Tenerife;22;Eibar;0;1;55;45;14;2;7;2;9;1
59v15d04032023;30;04.03.2023;16:15;59;Burgos CF;15;Granada;1;3;52;48;8;6;4;5;8;2
66v24d03032023;30;03.03.2023;21:00;66;Andorra;24;Las Palmas;0;0;26;74;4;14;1;3;2;9
15v11d27022023;29;27.02.2023;21:00;15;Granada;11;Malaga;1;0;62;38;10;7;3;2;3;6
40v39d26022023;29;26.02.2023;21:00;40;Real Oviedo;39;Albacete;1;1;39;61;11;9;3;3;5;3
24v46d26022023;29;26.02.2023;18:30;24;Las Palmas;46;Ponferradina;2;0;78;22;21;1;6;1;8;2
10v44d26022023;29;26.02.2023;16:15;10;Levante;44;Lugo;3;1;71;29;17;8;6;4;17;3
29v59d26022023;29;26.02.2023;16:15;29;Real Zaragoza;59;Burgos CF;0;0;53;47;15;13;5;2;6;2
60v31d26022023;29;26.02.2023;14:00;60;UD Ibiza;31;Huesca;2;2;66;34;19;8;5;4;7;6
23v38d25022023;29;25.02.2023;21:00;23;Real Sporting;38;Tenerife;1;0;46;54;10;12;2;1;7;4
45v27d25022023;29;25.02.2023;21:00;45;Mirandes;27;Leganes;0;0;45;55;4;10;2;5;3;6
30v52d25022023;29;25.02.2023;16:15;30;Alaves;52;Cartagena;0;0;53;47;14;6;4;1;7;2
47v66d25022023;29;25.02.2023;16:15;47;R. Racing Club;66;Andorra;2;1;26;74;7;24;2;7;3;7
22v67d24022023;29;24.02.2023;21:00;22;Eibar;67;Villarreal B;2;0;46;54;13;7;5;3;4;5
11v29d20022023;28;20.02.2023;21:00;11;Malaga;29;Real Zaragoza;3;0;44;56;10;10;5;4;5;1
67v47d19022023;28;19.02.2023;21:00;67;Villarreal B;47;R. Racing Club;2;1;60;40;14;5;3;1;2;0
